Molecule ChEMBL ID,Molecule Name,Smiles,Standard Relation,Standard Type,Standard Value,Assay Description,Document Journal,Document Year,Data Validity Comment
CHEMBL3417035,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'=',IC50,8800.0,Inhibition of human Nav1.5 expressed in HEK293 cells by whole cell patch clamp electrophysiology method,J Med Chem,2016,
CHEMBL3797725,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCCN(C)C)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'>',IC50,10000.0,Inhibition of human Nav1.5 expressed in HEK293 cells by whole cell patch clamp electrophysiology method,J Med Chem,2016,
CHEMBL3799252,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'>',IC50,10000.0,Inhibition of human Nav1.5 expressed in HEK293 cells by whole cell patch clamp electrophysiology method,J Med Chem,2016,
CHEMBL1201187,MARAVIROC,Cc1nnc(C(C)C)n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,'=',IC50,1000000.0,Inhibition of fast sodium current (INa) in Chinese Hamster Ovary (CHO) K1 cells transfected with human Nav1.5 measured using IonWorks Quattro automated patch clamp platform,J Pharmacol Toxicol Methods,2014,Outside typical range
CHEMBL584,NELFINAVIR,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,'=',IC50,79432.82,Inhibition of fast sodium current (INa) in Chinese Hamster Ovary (CHO) K1 cells transfected with human Nav1.5 measured using IonWorks Quattro automated patch clamp platform,J Pharmacol Toxicol Methods,2014,
CHEMBL255863,NILOTINIB,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,'=',IC50,1000000.0,Inhibition of fast sodium current (INa) in Chinese Hamster Ovary (CHO) K1 cells transfected with human Nav1.5 measured using IonWorks Quattro automated patch clamp platform,J Pharmacol Toxicol Methods,2014,Outside typical range
CHEMBL1520,VARDENAFIL,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,'=',IC50,2511886.43,Inhibition of fast sodium current (INa) in Chinese Hamster Ovary (CHO) K1 cells transfected with human Nav1.5 measured using IonWorks Quattro automated patch clamp platform,J Pharmacol Toxicol Methods,2014,Outside typical range
CHEMBL3930997,,COc1ccccc1N1CCOc2cc(S(=O)(=O)Nc3nccs3)ccc21,'>',IC50,10000.0,"In Vitro Assay: HEK 293 cells stably transfected with either Nav 1.7 or with Nav 1.5 were recorded in population patch-clamp mode with the IonWorks® Quattro automated electrophysiology system in accordance with the manufacturer's specifications (Molecular Devices, LLC, Sunnyvale, Calif.). Sodium channel currents were measured in response to a train of depolarizations that induced successively greater inactivation. Cells were held at −110 mV for three seconds (Nav 1.7) or half a second (Nav 1.5) from a holding voltage of −15 mV, then put through a series of 26 pulses of 150 msec duration to −20 mV at a frequency of 5 Hz. Cells were then left unclamped for a period of 3 to 8 minutes while a single concentration of test compound was added. Cells were then reclamped and put through the same voltage protocol. Current at the end of the 26th pulse to −20 mV was subtracted from the peak current evoked by the 26th pulse to −20 mV to correct for leak current.",,2016,
CHEMBL1813048,,CC(=O)Nc1cccc(Nc2ncnc(N3CCC(OCc4ccc(OC(F)(F)F)cc4)CC3)n2)c1C,'=',IC50,1100.0,Inhibition of 20% inactivated TTX-resistant human sodium channel Nav1.5 expressed in human HEK293 cells at 1 uM by patch-clamp electrophysiological assay,J Med Chem,2011,
CHEMBL3704444,,Cn1cc(-c2cccc3c2CNCC3)c2ccc(S(=O)(=O)Nc3ncns3)cc21,'>',IC50,10000.0,"In Vitro Assay: 293 cells stably transfected with either Nav 1.7 or with Nav 1.5 were recorded in population patch-clamp mode with the IonWorks® Quattro automated electrophysiology system in accordance with the manufacturer's specifications (Molecular Devices, LLC, Sunnyvale, Calif.). Sodium channel currents were measured in response to a train of depolarizations that induced successively greater inactivation.Cells were held at −110 mV for three seconds (Nav 1.7) or half a second (Nav 1.5) from a holding voltage of −15 mV, then put through a series of 26 pulses of 150 msec duration to −20 mV at a frequency of 5 Hz. Cells were then left unclamped for a period of 3 to 8 minutes while a single concentration of test compound was added. Cells were then reclamped and put through the same voltage protocol. Current at the end of the 26th pulse to −20 mV was subtracted from the peak current evoked by the 26th pulse to −20 mV to correct for leak current.",,2015,
CHEMBL4849813,,O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(OC2CCN(CC(F)(F)F)CC2c2ccc(F)c(F)c2)cc1F,'=',IC50,430.0,Inhibition of human Nav1.5 by automated voltage clamp electrophysiology,Bioorg Med Chem Lett,2021,
CHEMBL3945969,,COc1cc(-c2cc(F)cc(Cl)c2)c(F)cc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ccon3)ccc21,'>',IC50,30000.0,"Nav1.5 In Vitro PX Assay: 293 cells stably transfected with Nav 1.5 were recorded in whole cell voltage clamp mode with the PatchXpress automated electrophysiology system according the manufacturer's specifications (Molecular Devices, LLC, Sunnyvale, Calif.). Cells were held at a holding potential of -50 mV to inactivate sodium channels. To elicit sodium currents the voltage was changed -120 mV to recover a portion of the channels, followed by delivery of test pulses of 20 msec duration to 0 mV, at 0.1 Hz. A single concentration of test compound was applied to cells for a duration of 5 minutes.",,2015,
CHEMBL3945969,,COc1cc(-c2cc(F)cc(Cl)c2)c(F)cc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ccon3)ccc21,'>',IC50,14000.0,Inhibition of human Nav1.5 expressed in HEK293 cells by electrophysiology assay,J Med Chem,2019,
CHEMBL709,ALFUZOSIN,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,'=',IC50,1584893.19,Inhibition of fast sodium current (INa) in HEK293 cells transfected with human Nav1.5 measured using IonWorks Quattro automated patch clamp platform,J Pharmacol Toxicol Methods,2014,Outside typical range
CHEMBL779,TADALAFIL,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,'=',IC50,158489.32,Inhibition of fast sodium current (INa) in HEK293 cells transfected with human Nav1.5 measured using IonWorks Quattro automated patch clamp platform,J Pharmacol Toxicol Methods,2014,Outside typical range
CHEMBL473,DOFETILIDE,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,'=',IC50,630957.34,Inhibition of fast sodium current (INa) in HEK293 cells transfected with human Nav1.5 measured using IonWorks Quattro automated patch clamp platform,J Pharmacol Toxicol Methods,2014,Outside typical range
CHEMBL1908360,EVEROLIMUS,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,'=',IC50,199526.23,Inhibition of fast sodium current (INa) in HEK293 cells transfected with human Nav1.5 measured using IonWorks Quattro automated patch clamp platform,J Pharmacol Toxicol Methods,2014,Outside typical range
CHEMBL434394,NEBIVOLOL,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,'=',IC50,7943.28,Inhibition of fast sodium current (INa) in HEK293 cells transfected with human Nav1.5 measured using IonWorks Quattro automated patch clamp platform,J Pharmacol Toxicol Methods,2014,
CHEMBL3682789,,COc1cc(-c2cccc(F)c2)ccc1-c1nccc2cc(S(=O)(=O)Nc3ccncn3)ccc12,'>',IC50,30000.0,"In Vitro PX Assay: 293 cells stably transfected with Nav 1.5 were recorded in whole cell voltage clamp mode with the PatchXpress automated electrophysiology system according the manufacturer's specifications (Molecular Devices, LLC, Sunnyvale, Calif.). Cells were held at a holding potential of −50 mV to inactivate sodium channels. To elicit sodium currents the voltage was changed to −120 mV to recover a portion of the channels, followed by delivery of test pulses of 20 msec duration to 0 mV, at 0.1 Hz. A single concentration of test compound was applied to cells for a duration of 5 minutes. Peak sodium current was measured at the end of the compound addition period to determine percent inhibition.",,2015,
CHEMBL4211735,,COc1ccc(C2NCCOC2Oc2cc(F)c(S(=O)(=O)Nc3ncns3)cc2F)cc1,'>',IC50,30000.0,Antagonist activity at recombinant human Nav1.5 expressed in HEK293 cells assessed as reduction in channel current at -50 mV holding potential after 600 secs by barracuda automated electrophysiology method,Bioorg Med Chem Lett,2018,
CHEMBL4204154,,COc1ccccc1C1NCCOC1Oc1cc(F)c(S(=O)(=O)Nc2ncns2)cc1F,'>',IC50,30000.0,Antagonist activity at recombinant human Nav1.5 expressed in HEK293 cells assessed as reduction in channel current at -50 mV holding potential after 600 secs by barracuda automated electrophysiology method,Bioorg Med Chem Lett,2018,
CHEMBL4202854,,O=S(=O)(Nc1ncns1)c1cc(F)c(OC2OCCNC2c2cc(Cl)cc(Cl)c2)cc1F,'=',IC50,5600.0,Antagonist activity at recombinant human Nav1.5 expressed in HEK293 cells assessed as reduction in channel current at -50 mV holding potential after 600 secs by barracuda automated electrophysiology method,Bioorg Med Chem Lett,2018,
CHEMBL4211717,,O=S(=O)(Nc1ncns1)c1cc(F)c(OC2OCCNC2c2ccc3c(c2)OCO3)cc1F,'>',IC50,30000.0,Antagonist activity at recombinant human Nav1.5 expressed in HEK293 cells assessed as reduction in channel current at -50 mV holding potential after 600 secs by barracuda automated electrophysiology method,Bioorg Med Chem Lett,2018,
CHEMBL4208090,,O=S(=O)(Nc1ncns1)c1cc(F)c(OC2OCCNC2c2ccc3cnccc3c2)cc1F,'>',IC50,30000.0,Antagonist activity at recombinant human Nav1.5 expressed in HEK293 cells assessed as reduction in channel current at -50 mV holding potential after 600 secs by barracuda automated electrophysiology method,Bioorg Med Chem Lett,2018,
CHEMBL4469805,,COc1cc(C(=O)NS(C)(=O)=O)c(F)cc1-c1cnc(Oc2cc(F)ccc2F)c(Cl)c1,'=',IC50,6900.0,Inhibition of human Nav1.5 expressed in HEK293 cells incubated for 3 to 5 mins at -50 mV holding potential by electrophysiology assay,J Med Chem,2016,
CHEMBL4854735,,O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccc(F)c(F)c2)c(F)c1,'=',IC50,39.0,Inhibition of human Nav1.5 by automated voltage clamp electrophysiology,Bioorg Med Chem Lett,2021,
CHEMBL3799543,,CSCC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](N)CC(=O)O)CSSC[C@@H]2NC(=O)[C@@H]3CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc4ccc(O)cc4)C(=O)N[C@H](C(=O)N[C@@H](Cc4ccccc4)C(N)=O)C(C)C)NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc4cnc[nH]4)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC1=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N3)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC2=O,'>',IC50,5000.0,Inhibition of human Nav1.5 expressed in HEK293 cells assessed as inward peak current by ion-works quattro patch clamp electrophysiology method,J Med Chem,2016,
CHEMBL4279180,,CC(C)COc1ncc(-c2cn(C)c3cc(C(=O)NS(C)(=O)=O)ccc23)cc1Cl,'=',IC50,19000.0,Inhibition of human Nav1.5 expressed in HEK293 cells after 600 secs at -50 mV holding potential by ion works barracuda population patch clamp method,J Med Chem,2019,
CHEMBL3416902,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'>',IC50,20000.0,Inhibition of human NaV1.5 at -140 mV holding potential by whole-cell patch clamp assay,J Med Chem,2015,
CHEMBL3983724,,COc1cc(C(F)(F)F)ccc1N1CCOc2cc(S(=O)(=O)Nc3nccs3)ccc21,'=',IC50,2000.0,Inhibition of human NaV1.5 expressed in HEK295 cells at holding potential of -125 mV with test potentials to -10 mV by whole cell voltage clamp method,Bioorg Med Chem Lett,2017,
CHEMBL3113257,,CC(C)(C)OC(=O)n1cc(-c2ccc(NC(=O)[C@H]3CCCN3)cc2)nc1N,'>',IC50,30000.0,Modulation of human Nav1.5 in closed state assessed as inhibition of inward current after 4 mins by whole-cell electrophysiology,Eur J Med Chem,2014,
CHEMBL3113255,,Cl.Nc1nc(-c2cccc(NC(=O)c3c[nH]c4ccccc34)c2)c[nH]1,'>',IC50,30000.0,Modulation of human Nav1.5 in open-inactivated state assessed as inhibition of inward current after 4 mins by whole-cell electrophysiology,Eur J Med Chem,2014,
CHEMBL3113252,,Cl.Nc1nc(-c2cccc(NC(=O)c3cc4ccccc4[nH]3)c2)c[nH]1,'>',IC50,30000.0,Modulation of human Nav1.5 in open-inactivated state assessed as inhibition of inward current after 4 mins by whole-cell electrophysiology,Eur J Med Chem,2014,
CHEMBL3113250,,CC(C)(C)OC(=O)n1cc(-c2cccc(NC(=O)c3cc4ccccc4[nH]3)c2)nc1N,'>',IC50,30000.0,Modulation of human Nav1.5 in open-inactivated state assessed as inhibition of inward current after 4 mins by whole-cell electrophysiology,Eur J Med Chem,2014,
CHEMBL3657943,,O=C(NS(=O)(=O)N1CC(F)(F)C1)c1cc(C2CC2)c(OCC23CC4CC(CC(C4)C2)C3)cc1F,'=',IC50,326.0,"Electrophysiological Assay: Patch voltage clamp electrophysiology allows for the direct measurement and quantification of block of voltage-gated sodium channels (NaV's), and allows the determination of the time- and voltage-dependence of block which has been interpreted as differential binding to the resting, open, and inactivated states of the sodium channel (Hille, B., Journal of General Physiology (1977), 69: 497-515).The following patch voltage clamp electrophysiology studies were performed on representative compounds of the invention using human embryonic kidney cells (HEK), permanently transfected with an expression vector containing the full-length cDNA coding for the desired human sodium channel alpha -subunit, grown in culture media containing 10% FBS, 1% PSG, and 0.5 mg/mL G418 at 37 C. with 5% CO2. HEK cells used for the electrophysiology (EP) recordings had a passage number of less than 40 for all studies and were used within three days from the time of plating.",,2015,
CHEMBL3799619,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](Cc4cc5ccccc5[nH]4)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'>',IC50,10000.0,Inhibition of human Nav1.5 expressed in HEK293 cells by whole cell patch clamp electrophysiology method,J Med Chem,2016,
CHEMBL4210607,,O=S(=O)(Nc1ncns1)c1cc(F)c(OC2OCCNC2c2ccc3ncccc3c2)cc1F,'>',IC50,30000.0,Antagonist activity at recombinant human Nav1.5 expressed in HEK293 cells assessed as reduction in channel current at -50 mV holding potential after 600 secs by barracuda automated electrophysiology method,Bioorg Med Chem Lett,2018,
CHEMBL4209182,,O=S(=O)(Nc1ncns1)c1cc(F)c(OC2OCCNC2c2ccc(Cl)nc2)cc1F,'>',IC50,30000.0,Antagonist activity at recombinant human Nav1.5 expressed in HEK293 cells assessed as reduction in channel current at -50 mV holding potential after 600 secs by barracuda automated electrophysiology method,Bioorg Med Chem Lett,2018,
CHEMBL4204409,,N#Cc1ccc(C2NCCOC2Oc2cc(F)c(S(=O)(=O)Nc3ncns3)cc2F)cc1,'>',IC50,30000.0,Antagonist activity at recombinant human Nav1.5 expressed in HEK293 cells assessed as reduction in channel current at -50 mV holding potential after 600 secs by barracuda automated electrophysiology method,Bioorg Med Chem Lett,2018,
CHEMBL4072883,,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC[C@H]2CCCOC2)cc1F,'=',IC50,76.0,Inhibition of human Nav1.5 inactivated state form expressed in HEK293 cells at -60 mV holding potential by by automated patch clamp electrophysiology assay,Bioorg Med Chem,2017,
CHEMBL4075332,,O=S1(=O)CCC(CCNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)CC1,'=',IC50,37.0,Inhibition of human Nav1.5 inactivated state form expressed in HEK293 cells at -60 mV holding potential by by automated patch clamp electrophysiology assay,Bioorg Med Chem,2017,
CHEMBL4084268,,CC(C)(C)[C@@H]1OCCC[C@@H]1CNc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl,'>',IC50,30000.0,Inhibition of human Nav1.5 inactivated state form expressed in HEK293 cells at -50 mV holding potential by by automated patch clamp electrophysiology assay,Bioorg Med Chem,2017,
CHEMBL4102624,,O=C1CCCC(CNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)C1,'=',IC50,4700.0,Inhibition of human Nav1.5 inactivated state form expressed in HEK293 cells at -50 mV holding potential by by automated patch clamp electrophysiology assay,Bioorg Med Chem,2017,
CHEMBL3928121,,N#Cc1cc(C(F)(F)F)ccc1N1CCOc2cc(S(=O)(=O)Nc3ccncn3)ccc21,'=',IC50,1140.0,"In Vitro Assay: HEK 293 cells stably transfected with either Nav 1.7 or with Nav 1.5 were recorded in population patch-clamp mode with the IonWorks® Quattro automated electrophysiology system in accordance with the manufacturer's specifications (Molecular Devices, LLC, Sunnyvale, Calif.). Sodium channel currents were measured in response to a train of depolarizations that induced successively greater inactivation. Cells were held at −110 mV for three seconds (Nav 1.7) or half a second (Nav 1.5) from a holding voltage of −15 mV, then put through a series of 26 pulses of 150 msec duration to −20 mV at a frequency of 5 Hz. Cells were then left unclamped for a period of 3 to 8 minutes while a single concentration of test compound was added. Cells were then reclamped and put through the same voltage protocol. Current at the end of the 26th pulse to −20 mV was subtracted from the peak current evoked by the 26th pulse to −20 mV to correct for leak current.",,2016,
CHEMBL3922625,,COc1cc(F)ccc1N1CCOc2cc(S(=O)(=O)Nc3nccs3)ccc21,'=',IC50,5580.0,"In Vitro Assay: HEK 293 cells stably transfected with either Nav 1.7 or with Nav 1.5 were recorded in population patch-clamp mode with the IonWorks® Quattro automated electrophysiology system in accordance with the manufacturer's specifications (Molecular Devices, LLC, Sunnyvale, Calif.). Sodium channel currents were measured in response to a train of depolarizations that induced successively greater inactivation. Cells were held at −110 mV for three seconds (Nav 1.7) or half a second (Nav 1.5) from a holding voltage of −15 mV, then put through a series of 26 pulses of 150 msec duration to −20 mV at a frequency of 5 Hz. Cells were then left unclamped for a period of 3 to 8 minutes while a single concentration of test compound was added. Cells were then reclamped and put through the same voltage protocol. Current at the end of the 26th pulse to −20 mV was subtracted from the peak current evoked by the 26th pulse to −20 mV to correct for leak current.",,2016,
CHEMBL3416898,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C1=O,'>',IC50,5000.0,Inhibition of human NaV1.5 at -140 mV holding potential by whole-cell patch clamp assay,J Med Chem,2015,
CHEMBL3544913,VIXOTRIGINE,NC(=O)[C@@H]1CC[C@H](c2ccc(OCc3ccccc3F)cc2)N1,'=',IC50,84000.0,Inhibition of human Nav1.5 expressed in HEK293 cells by electrophysiology assay,J Med Chem,2019,
CHEMBL2325014,PF-05089771,Nc1[nH]ncc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,'=',IC50,25000.0,Inhibition of human Nav1.5 expressed in HEK293 cells by electrophysiology assay,J Med Chem,2019,
CHEMBL3657855,,O=C(NS(=O)(=O)N1CCC1)c1cc(C2CC2)c(OCC23CC4CC(CC(C4)C2)C3)cc1F,'=',IC50,49.0,Inhibition of human Nav1.5 expressed in HEK293 cells by electrophysiology assay,J Med Chem,2019,
CHEMBL3662190,,CC1(COc2cc(F)c(C(=O)NS(=O)(=O)C3CC3)cc2C2CC2)CCC2(CC1)CC2,'=',IC50,50.0,Inhibition of human Nav1.5 expressed in HEK293 cells by electrophysiology assay,J Med Chem,2019,
CHEMBL4104727,,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC[C@]23CCO[C@H]2OCC3)cc1F,'=',IC50,108.0,Inhibition of human Nav1.5 inactivated state form expressed in HEK293 cells at -60 mV holding potential by by automated patch clamp electrophysiology assay,Bioorg Med Chem,2017,
CHEMBL4084268,,CC(C)(C)[C@@H]1OCCC[C@@H]1CNc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl,'=',IC50,415.0,Inhibition of human Nav1.5 inactivated state form expressed in HEK293 cells at -60 mV holding potential by by automated patch clamp electrophysiology assay,Bioorg Med Chem,2017,
